vignette_name,generation_number,generation_time,response,reflection_score,id
ring,3,29068,ask someone to call the taxi company to retrieve the ring,55,5dcca657854936945d68eaa9
ring,5,27999,"the ceremony should go on, I would not ask to delay it",43,5dcca657854936945d68eaa9
summer,0,30746,contact the mall security,85,5dcca657854936945d68eaa9
summer,1,41140,ask the mall to paige the person with the license number of that car to tell them the dog is in danger,91,5dcca657854936945d68eaa9
summer,2,13723,call animal services/rescue,65,5dcca657854936945d68eaa9
summer,3,6545,call local police,56,5dcca657854936945d68eaa9
summer,4,33917,stay near the car until someone arrives to help,46,5dcca657854936945d68eaa9
summer,5,32848,leave a note on the car,27,5dcca657854936945d68eaa9
arizona,0,36066,walk a bit further until you have service to call 911,71,5dcca657854936945d68eaa9
arizona,1,36494,walk to find help,67,5dcca657854936945d68eaa9
arizona,2,29372,try to chip away some of the rock to free the friends arm,65,5dcca657854936945d68eaa9
arizona,3,38384,try using some kind of ointment to help release the arm from the rock,54,5dcca657854936945d68eaa9
arizona,4,33164,yell for help,44,5dcca657854936945d68eaa9
arizona,5,27212,try to free the arm by pulling,35,5dcca657854936945d68eaa9
store,0,38576,Call another employee and ask them to cover until the owner shows up,84,5dcca657854936945d68eaa9
store,1,12564,close the store until the owner shows up,66,5dcca657854936945d68eaa9
store,2,58331,leave the owner a message that you have to close the store because of the appointment that was previously discussed,51,5dcca657854936945d68eaa9
store,3,53426,stay as long as I can without missing the appointment,66,5dcca657854936945d68eaa9
store,4,34682,temporarily close the store,53,5dcca657854936945d68eaa9
store,5,13599,not sure what else could be done,44,5dcca657854936945d68eaa9
concert,0,28777,buy another ticket for Ted,47,5dcca657854936945d68eaa9
concert,1,11461,Ted buys another ticket for himself,47,5dcca657854936945d68eaa9
concert,2,28124,leave and do something else,22,5dcca657854936945d68eaa9
concert,5,20833,He has the ticket in an email or a txt,97,5dcca657854936945d68eaa9
class,0,65273,pull up the assignment online and print it out to do before class,55,5dcca657854936945d68eaa9
class,2,11158,call mom to bring it in quickly,41,5dcca657854936945d68eaa9
class,3,33737,ask to turn it in late for credit,48,5dcca657854936945d68eaa9
class,5,6950,nothing else,25,5dcca657854936945d68eaa9
bakery,0,13836,look for the error,53,5dcca657854936945d68eaa9
bakery,1,17840,fix the error,68,5dcca657854936945d68eaa9
bakery,2,38013,"perhaps the missing money should be credit and not cash, fix the error",65,5dcca657854936945d68eaa9
bakery,3,30756,offer to pay for it from your salary,34,5dcca657854936945d68eaa9
mother,0,9313,move in with your father,58,5dcca657854936945d68eaa9
mother,1,19292,find another family member to move in with him,60,5dcca657854936945d68eaa9
mother,2,26436,find affordable at home care for him,66,5dcca657854936945d68eaa9
mother,3,17278,have him move in to your apartment,54,5dcca657854936945d68eaa9
mother,5,8098,not sure,22,5dcca657854936945d68eaa9
gas,1,20878,She can call an Uber,53,5dcca657854936945d68eaa9
gas,2,9380,She can call a taxi,52,5dcca657854936945d68eaa9
gas,3,10438,She can take public transportation,55,5dcca657854936945d68eaa9
gas,4,38710,You are not responsible for coming up with a solution in this situation,46,5dcca657854936945d68eaa9
gas,5,31048,"Sorry, no",46,5dcca657854936945d68eaa9
medication,0,22555,ask a loved one for money,49,5dcca657854936945d68eaa9
medication,1,32590,search for a way to get the medication at a cheaper price,64,5dcca657854936945d68eaa9
medication,2,23038,pay for it out of your savings,48,5dcca657854936945d68eaa9
medication,3,11551,sell something to pay for it,67,5dcca657854936945d68eaa9
medication,4,19213,whatever you have to do to get the medication,43,5dcca657854936945d68eaa9
medication,5,39700,"write your local, state and federal representatives",56,5dcca657854936945d68eaa9
class,0,30491,I would explain the situation to my teacher and hope they would be understanding of my situation,100,5ef0d115ebe9a70ee13bcd52
class,1,15499,I would call my mom and see if she could drop it off,94,5ef0d115ebe9a70ee13bcd52
class,2,16930,I would call my mom and see if she could drop it off,92,5ef0d115ebe9a70ee13bcd52
class,3,18396,I would try to write up something really fast for partial credit,18,5ef0d115ebe9a70ee13bcd52
class,4,6613,I would ask my friends for help,28,5ef0d115ebe9a70ee13bcd52
ring,0,15106,Call the taxi service to see if they can contact the friver,96,5ef0d115ebe9a70ee13bcd52
ring,1,18428,Leave the ceremony to buy a replacement ring,44,5ef0d115ebe9a70ee13bcd52
ring,2,11157,Let another family member know and ask for help,79,5ef0d115ebe9a70ee13bcd52
ring,3,25338,Try to find a replacement in any shape or form,59,5ef0d115ebe9a70ee13bcd52
ring,4,8983,Explain the situation to the bride and groom,37,5ef0d115ebe9a70ee13bcd52
ring,5,7132,"Leave the ceremony ",0,5ef0d115ebe9a70ee13bcd52
bakery,0,9638,Ask other employees for help,57,5ef0d115ebe9a70ee13bcd52
bakery,1,8806,Tell the manager the truth,91,5ef0d115ebe9a70ee13bcd52
bakery,2,131358,Take the money from my pocket money to compensate for my mistake,70,5ef0d115ebe9a70ee13bcd52
bakery,3,12390,Ask a friend for advice,42,5ef0d115ebe9a70ee13bcd52
bakery,4,19810,Ask the manager if you can work overtime to compensate for your mistake,88,5ef0d115ebe9a70ee13bcd52
bakery,5,6082,Quit your job,0,5ef0d115ebe9a70ee13bcd52
concert,1,17976,Ask if Ted can call someone at home to get him his ticket,82,5ef0d115ebe9a70ee13bcd52
concert,2,14049,Try to buy a ticket from an outside vendor,65,5ef0d115ebe9a70ee13bcd52
concert,3,12355,Find another activity for the group to do,69,5ef0d115ebe9a70ee13bcd52
concert,4,8281,Go to the concert without Ted,0,5ef0d115ebe9a70ee13bcd52
concert,5,10230,Tell Ted to go back and get his ticket,57,5ef0d115ebe9a70ee13bcd52
store,0,15769,Leave because your court appointment is more important,75,5ef0d115ebe9a70ee13bcd52
store,1,22627,Lock up the convenience store and let the manager reopen,76,5ef0d115ebe9a70ee13bcd52
store,2,26689,Call a friend or family member to take the rest of your shift,26,5ef0d115ebe9a70ee13bcd52
store,3,9488,Call your boss,2,5ef0d115ebe9a70ee13bcd52
store,4,21049,Quit your job,13,5ef0d115ebe9a70ee13bcd52
store,5,18358,Ask a friend or family member for advice,77,5ef0d115ebe9a70ee13bcd52
summer,0,11479,"Break open the car windows ",21,5ef0d115ebe9a70ee13bcd52
summer,1,4622,Call the police,73,5ef0d115ebe9a70ee13bcd52
summer,2,30834,Call animal control,57,5ef0d115ebe9a70ee13bcd52
summer,5,7329,Notify the nearest business,88,5ef0d115ebe9a70ee13bcd52
gas,0,3638,Drive the woman,54,5ef0d115ebe9a70ee13bcd52
gas,1,17345,Refuse to offer her a ride,19,5ef0d115ebe9a70ee13bcd52
gas,2,15225,Lie and tell her you have an emergency,0,5ef0d115ebe9a70ee13bcd52
gas,3,7552,Call her an Uber,76,5ef0d115ebe9a70ee13bcd52
gas,4,8954,Call the police,10,5ef0d115ebe9a70ee13bcd52
gas,5,15537,Tell her you cannot because it is too out of the way,67,5ef0d115ebe9a70ee13bcd52
medication,0,11693,Get a loan to pay for the medication,49,5ef0d115ebe9a70ee13bcd52
medication,1,13834,Ask a friend or family member to borrow money,61,5ef0d115ebe9a70ee13bcd52
medication,2,13995,Write a check to purchase the medicine,0,5ef0d115ebe9a70ee13bcd52
medication,3,7455,Steal the medicine,0,5ef0d115ebe9a70ee13bcd52
medication,5,17335,Try to look for more affordable options,77,5ef0d115ebe9a70ee13bcd52
mother,0,9200,Take in your father despite the lack of space,35,5ef0d115ebe9a70ee13bcd52
mother,1,9446,Ask if your other family members could take him in,63,5ef0d115ebe9a70ee13bcd52
mother,2,23450,See if there are any affordable home options,90,5ef0d115ebe9a70ee13bcd52
mother,3,16663,Look for help for people with low incomes,82,5ef0d115ebe9a70ee13bcd52
mother,4,20146,Ask a friend or family member for financial assistance,32,5ef0d115ebe9a70ee13bcd52
mother,5,14585,Do nothing,0,5ef0d115ebe9a70ee13bcd52
arizona,0,7557,Keep trying to call 911,25,5ef0d115ebe9a70ee13bcd52
arizona,1,16687,Try to help her get her arm out,50,5ef0d115ebe9a70ee13bcd52
arizona,2,15310,Look for other people nearby,62,5ef0d115ebe9a70ee13bcd52
arizona,3,5076,Abandon your friend,0,5ef0d115ebe9a70ee13bcd52
arizona,4,18644,Try calling friends or family members,50,5ef0d115ebe9a70ee13bcd52
arizona,5,3296,Shout for help,66,5ef0d115ebe9a70ee13bcd52
mother,0,16044,Ask siblings for help,100,5e3b8f110d41ad3a7bc35019
mother,1,7412,Move in with father,33,5e3b8f110d41ad3a7bc35019
mother,2,11816,Hire a home aid for father,51,5e3b8f110d41ad3a7bc35019
mother,3,83611,Move into larger apartment that could accommodate father,66,5e3b8f110d41ad3a7bc35019
mother,4,37660,Get another or higher paying job so I could pay for care home,61,5e3b8f110d41ad3a7bc35019
mother,5,53533,Pool funds with siblings to fund care home,62,5e3b8f110d41ad3a7bc35019
bakery,0,7129,Put own money into register,17,5e3b8f110d41ad3a7bc35019
bakery,1,12106,Quit this job because the management stinks,65,5e3b8f110d41ad3a7bc35019
bakery,2,33108,Be honest with boss about missing money and accept the overtime,62,5e3b8f110d41ad3a7bc35019
bakery,3,13060,Check cameras for possibility of where money went,100,5e3b8f110d41ad3a7bc35019
bakery,4,7692,Question other coworkers,81,5e3b8f110d41ad3a7bc35019
bakery,5,13696,"Check for money fallen behind cash box, etc",100,5e3b8f110d41ad3a7bc35019
concert,0,22494,"Pool money together to buy Ted a ticket at the gate (likely expensive, if available)",59,5e3b8f110d41ad3a7bc35019
concert,1,12088,Let Ted head home to buy the ticket and meet up later,65,5e3b8f110d41ad3a7bc35019
concert,2,52108,Ted buys a new ticket at the gate with his own money,77,5e3b8f110d41ad3a7bc35019
concert,3,16070,Ted skips the concert,40,5e3b8f110d41ad3a7bc35019
concert,4,38493,Everyone skips the concert,0,5e3b8f110d41ad3a7bc35019
concert,5,54153,Bribe someone else in line for their ticket,60,5e3b8f110d41ad3a7bc35019
ring,0,13269,Call the taxi company,76,5e3b8f110d41ad3a7bc35019
ring,2,18098,Pretend ring was stolen,0,5e3b8f110d41ad3a7bc35019
ring,3,28060,Tell sister and ask her what to do,10,5e3b8f110d41ad3a7bc35019
ring,4,32448,Find a jewelry store and buy a replacement,32,5e3b8f110d41ad3a7bc35019
ring,5,25004,Ask best man/maid of honor/etc for help,82,5e3b8f110d41ad3a7bc35019
class,0,14892,Explain situation to teacher and ask for extension,100,5e3b8f110d41ad3a7bc35019
class,1,15936,"Call mom and ask her to bring assignment to school, email it to me, etc",74,5e3b8f110d41ad3a7bc35019
class,2,9392,Accept the 0 for the assignment,23,5e3b8f110d41ad3a7bc35019
class,3,10718,Quickly try to redo the assignment before class,55,5e3b8f110d41ad3a7bc35019
class,4,23248,Pretend to be sick,12,5e3b8f110d41ad3a7bc35019
gas,0,26798,"Say sorry, but no",88,5e3b8f110d41ad3a7bc35019
gas,1,11834,offer to help her pay for an uber,41,5e3b8f110d41ad3a7bc35019
gas,2,19604,offer ride to the bus station,29,5e3b8f110d41ad3a7bc35019
gas,3,33534,Give her the ride,17,5e3b8f110d41ad3a7bc35019
gas,4,17001,"Drive her only as far as I was planning to go ",17,5e3b8f110d41ad3a7bc35019
gas,5,30078,Offer to call her an uber with my phone,86,5e3b8f110d41ad3a7bc35019
arizona,0,16686,Leave to try to find a signal,65,5e3b8f110d41ad3a7bc35019
arizona,1,10088,Leave to try to find other people/help,71,5e3b8f110d41ad3a7bc35019
arizona,2,6123,Stay with the friend,37,5e3b8f110d41ad3a7bc35019
arizona,3,17026,"Leave, but leave my supplies with friend",25,5e3b8f110d41ad3a7bc35019
arizona,4,17420,Try to find a source of water nearby,56,5e3b8f110d41ad3a7bc35019
arizona,5,20813,Try to find something to create a signal with (fire),58,5e3b8f110d41ad3a7bc35019
summer,0,5722,Notify mall security,74,5e3b8f110d41ad3a7bc35019
summer,1,5422,Call the police,75,5e3b8f110d41ad3a7bc35019
summer,2,9220,Smash car window with something,62,5e3b8f110d41ad3a7bc35019
summer,3,10778,Alert other people in parking lot to situation,76,5e3b8f110d41ad3a7bc35019
summer,4,3516,Do nothing,24,5e3b8f110d41ad3a7bc35019
summer,5,19416,Try to hit and bang on car to activate the panic alarm,42,5e3b8f110d41ad3a7bc35019
store,0,8955,Call a coworker to come in,79,5e3b8f110d41ad3a7bc35019
store,1,12452,Call a different boss/supervisor,75,5e3b8f110d41ad3a7bc35019
store,2,16494,"Keep waiting, potentially miss the court date",0,5e3b8f110d41ad3a7bc35019
store,3,17917,"Close up and lock the store, leave",70,5e3b8f110d41ad3a7bc35019
store,4,25128,Try to reschedule court date,23,5e3b8f110d41ad3a7bc35019
store,5,10662,Quit job,25,5e3b8f110d41ad3a7bc35019
medication,0,3884,Take out a loan,39,5e3b8f110d41ad3a7bc35019
medication,1,8454,Ask parents for help with money,68,5e3b8f110d41ad3a7bc35019
medication,3,66115,Sell personal possessions to try to pay for medication,38,5e3b8f110d41ad3a7bc35019
medication,4,4970,Get another job,62,5e3b8f110d41ad3a7bc35019
medication,5,8911,Ask friends for help paying,51,5e3b8f110d41ad3a7bc35019
ring,0,23548,Call the cab company quickly,89,5bf408f7f35e0c000101693a
ring,1,14689,Sweat a lot!!,19,5bf408f7f35e0c000101693a
ring,2,13312,Be really nervous,21,5bf408f7f35e0c000101693a
ring,3,44005,Replace it with my ring for the moment,73,5bf408f7f35e0c000101693a
ring,4,14227,Tell her,98,5bf408f7f35e0c000101693a
ring,5,23381,be scared,30,5bf408f7f35e0c000101693a
medication,0,13905,have a garage sale,100,5bf408f7f35e0c000101693a
medication,1,7821,have a bake sale,100,5bf408f7f35e0c000101693a
medication,2,21750,have a fundraiser,98,5bf408f7f35e0c000101693a
medication,3,29772,try to find an alternative,100,5bf408f7f35e0c000101693a
medication,4,22355,tell him we will make it work,90,5bf408f7f35e0c000101693a
medication,5,10542,tell him not to worry,99,5bf408f7f35e0c000101693a
bakery,0,27884,double check my reciepts,99,5bf408f7f35e0c000101693a
bakery,1,32068,count the register down again,100,5bf408f7f35e0c000101693a
bakery,2,26745,make sure no money has fallen under the register,97,5bf408f7f35e0c000101693a
bakery,3,59179,have the whole evening crew who worked the register recount their registers,99,5bf408f7f35e0c000101693a
bakery,4,18509,split tips to cover missing money,35,5bf408f7f35e0c000101693a
bakery,5,27624,have a quick talk with all crew members,96,5bf408f7f35e0c000101693a
store,0,36349,call the court house and try to explain,89,5bf408f7f35e0c000101693a
store,1,20558,send a friend to check on your boss,97,5bf408f7f35e0c000101693a
store,2,10296,worry a lot,21,5bf408f7f35e0c000101693a
store,3,10749,get very nervous,37,5bf408f7f35e0c000101693a
store,4,8515,get very upset,8,5bf408f7f35e0c000101693a
store,5,15896,panic,25,5bf408f7f35e0c000101693a
gas,0,13709,take her as far as I can,100,5bf408f7f35e0c000101693a
gas,1,27846,think about the stranger danger thing,95,5bf408f7f35e0c000101693a
gas,2,23474,try to help as much as possible,100,5bf408f7f35e0c000101693a
gas,3,51706,feel bad for the woman,55,5bf408f7f35e0c000101693a
gas,4,14279,be polite and helpful,99,5bf408f7f35e0c000101693a
gas,5,22997,ask her if she wants a drink or something,92,5bf408f7f35e0c000101693a
mother,0,46346,take him home with me,100,5bf408f7f35e0c000101693a
mother,1,15314,let him have my room,93,5bf408f7f35e0c000101693a
mother,2,21299,start looking for a bigger apt,93,5bf408f7f35e0c000101693a
mother,3,11769,just show him love,100,5bf408f7f35e0c000101693a
mother,4,12463,do as much as i can,98,5bf408f7f35e0c000101693a
mother,5,35048,ask myself how am I going to do this,27,5bf408f7f35e0c000101693a
concert,0,13582,tell him see ya later!!,17,5bf408f7f35e0c000101693a
concert,1,14430,feel bad for the guy,29,5bf408f7f35e0c000101693a
concert,2,30129,think that he did something stupid,13,5bf408f7f35e0c000101693a
concert,3,24940,wonder how in the world could he forget his ticket,22,5bf408f7f35e0c000101693a
concert,4,10854,shake my head,29,5bf408f7f35e0c000101693a
concert,5,13021,save him a seat,89,5bf408f7f35e0c000101693a
class,0,11150,call mom,100,5bf408f7f35e0c000101693a
class,1,9740,explain myself,99,5bf408f7f35e0c000101693a
class,2,15243,feel stupid,31,5bf408f7f35e0c000101693a
class,3,5930,be upset,16,5bf408f7f35e0c000101693a
class,4,7742,be nervous,32,5bf408f7f35e0c000101693a
class,5,9450,panic,14,5bf408f7f35e0c000101693a
summer,0,16092,see where the owners are,99,5bf408f7f35e0c000101693a
summer,1,18480,blow my horn for attention,86,5bf408f7f35e0c000101693a
summer,2,6340,call the cops,94,5bf408f7f35e0c000101693a
summer,3,10421,feel bad for the dog,22,5bf408f7f35e0c000101693a
summer,4,25482,pace a lot,26,5bf408f7f35e0c000101693a
summer,5,16208,try to talk to the dog,93,5bf408f7f35e0c000101693a
arizona,0,9079,go for help,99,5bf408f7f35e0c000101693a
arizona,1,7913,calm her down,98,5bf408f7f35e0c000101693a
arizona,2,12993,cover her up from the sun,99,5bf408f7f35e0c000101693a
arizona,3,7467,start walking,97,5bf408f7f35e0c000101693a
arizona,4,6223,panic,14,5bf408f7f35e0c000101693a
arizona,5,4954,scream,76,5bf408f7f35e0c000101693a
mother,0,21438,Give my father my bedroom and I sleep on the couch.,25,5ded9996838b4f45b83bb3f9
mother,1,18401,Apply for government assistance for my father.,100,5ded9996838b4f45b83bb3f9
mother,2,24251,Hire a caretaker for my father so he can remain in his home.,100,5ded9996838b4f45b83bb3f9
mother,3,42565,Go to live with my father and take care of him in his home.,27,5ded9996838b4f45b83bb3f9
mother,4,17739,Hire a neighbor to help my father.,85,5ded9996838b4f45b83bb3f9
mother,5,33831,Get my father a life alert button and system.,100,5ded9996838b4f45b83bb3f9
gas,0,11550,"Tell her ""no"".",100,5ded9996838b4f45b83bb3f9
gas,1,19940,Take her to her destination anyways.,81,5ded9996838b4f45b83bb3f9
gas,2,16898,Offer to call Lyft or Uber for her.,100,5ded9996838b4f45b83bb3f9
gas,3,43566,Tell her to check inside if there are buses going her way.,65,5ded9996838b4f45b83bb3f9
gas,4,30043,Tell her I can take her as far as my destination.,100,5ded9996838b4f45b83bb3f9
gas,5,20555,Offer to call someone she knows for help.,72,5ded9996838b4f45b83bb3f9
concert,0,19359,Offer to pay for a new ticket for him.,94,5ded9996838b4f45b83bb3f9
concert,1,69578,Ask if I can get a refund on my ticket and we both do not go to the concert but do something else together.,70,5ded9996838b4f45b83bb3f9
concert,2,13630,Buy a ticket for him from a scalper.,92,5ded9996838b4f45b83bb3f9
concert,3,26009,Ask if there are other times this concert is playing and go at a later time.,63,5ded9996838b4f45b83bb3f9
concert,4,48966,Skip going to the concert even though we will lose our money.,96,5ded9996838b4f45b83bb3f9
concert,5,43318,Ask if he took photo of his ticket on his phone and see if they will let us in.,15,5ded9996838b4f45b83bb3f9
bakery,0,19839,Pay the $50 myself to balance the register.,97,5ded9996838b4f45b83bb3f9
bakery,1,31124,Tell my manager about the missing money and ask what to do about it.,70,5ded9996838b4f45b83bb3f9
bakery,2,19250,Take up a collection from all employees to replace the money.,89,5ded9996838b4f45b83bb3f9
bakery,3,13505,Fudge the books.,0,5ded9996838b4f45b83bb3f9
bakery,4,32270,"Put out a donation jar, explain to everyone what happened and pray they donate enough to cover the amount.",65,5ded9996838b4f45b83bb3f9
bakery,5,45613,Tell employees I am sick and go home and let someone else deal with it.,0,5ded9996838b4f45b83bb3f9
store,0,12534,Call the boss and see where he is.,96,5ded9996838b4f45b83bb3f9
store,1,26476,Call another employee to come in and cover for you.,97,5ded9996838b4f45b83bb3f9
store,2,18051,Do not go to court and work until boss comes in.,0,5ded9996838b4f45b83bb3f9
store,3,25923,Shut down the store and go to your court appointment.,7,5ded9996838b4f45b83bb3f9
store,4,45213,Put up a sign for customers to pay for goods on an honor system so you can leave.,0,5ded9996838b4f45b83bb3f9
store,5,21187,Ask a customer to cover the register for you so you can leave.,0,5ded9996838b4f45b83bb3f9
ring,0,20358,Tell my sister what happened with an apology.,1,5ded9996838b4f45b83bb3f9
ring,1,18699,Tell a relative and ask what to do.,81,5ded9996838b4f45b83bb3f9
ring,2,29693,Call the taxi company and explain what happened and hire the taxi driver to bring the ring back.,95,5ded9996838b4f45b83bb3f9
ring,3,28827,Ask a relative to donate their ring just for the ceremony.,100,5ded9996838b4f45b83bb3f9
ring,4,13946,Find tin foil and make a ring.,2,5ded9996838b4f45b83bb3f9
ring,5,32684,Have a relative go to the nearest store and buy a cheap ring just for the ceremony.,96,5ded9996838b4f45b83bb3f9
medication,0,12006,Take out a loan to cover the cost.,93,5ded9996838b4f45b83bb3f9
medication,1,18476,Ask all family members to chip in to cover the cost.,94,5ded9996838b4f45b83bb3f9
medication,2,21044,"Make a ""Go Fund Me"" page.",64,5ded9996838b4f45b83bb3f9
medication,3,18795,Ask the government for financial assistance.,60,5ded9996838b4f45b83bb3f9
medication,4,22946,Sell items we have for the money.,94,5ded9996838b4f45b83bb3f9
summer,0,7292,Call the police.,100,5ded9996838b4f45b83bb3f9
summer,1,6194,Call 911,100,5ded9996838b4f45b83bb3f9
summer,2,49256,Go back to the mall and ask customer service to put out an intercom message to customers to find the owner of the car.,77,5ded9996838b4f45b83bb3f9
summer,3,31436,Take a coat hanger from my car and force the door of the car open.,85,5ded9996838b4f45b83bb3f9
summer,4,23251,Ask other customers in the parking lot what to do .,87,5ded9996838b4f45b83bb3f9
summer,5,10448,Call the fire department.,100,5ded9996838b4f45b83bb3f9
arizona,0,30079,Leave her there and walk until I have service on my phone.,78,5ded9996838b4f45b83bb3f9
arizona,1,31827,"Try to find stones to make a ""HELP"" message in the dirt for helicopters to see.",68,5ded9996838b4f45b83bb3f9
arizona,2,36589,Take out my lighter and make a fire as a smoke signal for help.,75,5ded9996838b4f45b83bb3f9
arizona,3,12617,Take out my knife and cut her arm off.,0,5ded9996838b4f45b83bb3f9
arizona,4,26300,Slowly help her disengage her arm from the crevice.,78,5ded9996838b4f45b83bb3f9
arizona,5,15641,"Yell ""HELP"" as loudly as possible.",94,5ded9996838b4f45b83bb3f9
class,0,21417,Tell the teacher what happened and ask for an extension until tomorrow.,100,5ded9996838b4f45b83bb3f9
class,1,49438,Ask a classmate if you can quickly copy their homework on the copy machine and then sign your name to it.,0,5ded9996838b4f45b83bb3f9
class,2,28300,Call your mother and ask her to bring your homework to the school.,100,5ded9996838b4f45b83bb3f9
class,3,19634,Lie to the teacher you were sick and could not do the assignment.,0,5ded9996838b4f45b83bb3f9
class,4,31292,Call the police and ask them to get your homework from your mom.,0,5ded9996838b4f45b83bb3f9
class,5,31149,Tell the teacher your dog ate your homework.,0,5ded9996838b4f45b83bb3f9
class,0,9531,Call my mom and ask her to bring my homework,100,5fbd057ea95c7102638685d5
class,1,8570,Explain the situation to the teacher,89,5fbd057ea95c7102638685d5
class,2,4577,Cry about it,0,5fbd057ea95c7102638685d5
class,3,27955,Try to write something up really fast to avoid zero credit,23,5fbd057ea95c7102638685d5
class,4,20313,"Pretend to be sick and go home, turn the homework in next time",50,5fbd057ea95c7102638685d5
class,5,54722,Ask for an extension due to the circumstances,35,5fbd057ea95c7102638685d5
gas,0,5171,Give her a ride,100,5fbd057ea95c7102638685d5
gas,1,6866,Help her find someone else who can give her a ride,82,5fbd057ea95c7102638685d5
gas,3,32626,Call her an Uber,100,5fbd057ea95c7102638685d5
gas,4,75204,Offer to take her most of the way and drop her off nearer my destination,87,5fbd057ea95c7102638685d5
summer,0,21549,"Call the police/local authorities ",50,5fbd057ea95c7102638685d5
summer,1,17268,Break into the car,11,5fbd057ea95c7102638685d5
summer,2,16497,"Go back in the mall and have them do an announcement on the PA system ",64,5fbd057ea95c7102638685d5
summer,3,111639,Wait by the car for a few minutes to see if the owner shows up,50,5fbd057ea95c7102638685d5
summer,4,45639,Try to find the owner,47,5fbd057ea95c7102638685d5
summer,5,101345,Try to force the window down some without breaking it,32,5fbd057ea95c7102638685d5
concert,0,22568,Try to help him find confirmation of the ticket purchase on his phone/email,74,5fbd057ea95c7102638685d5
concert,1,17081,Offer to help him cover some of the cost of a replacement ticket,59,5fbd057ea95c7102638685d5
concert,2,14644,See if any of his friends or family could meet us halfway with the ticket,77,5fbd057ea95c7102638685d5
concert,4,42654,See if the box office can pull up a record of his transaction,77,5fbd057ea95c7102638685d5
concert,5,22578,Give him my ticket and miss the concert,23,5fbd057ea95c7102638685d5
mother,0,15470,Talk to my landlord about trying to upgrade to a bigger apartment,60,5fbd057ea95c7102638685d5
mother,1,16528,Apply for Medicare for him,75,5fbd057ea95c7102638685d5
mother,2,15496,Start a crowdsourcing campaign to try and afford care for him,59,5fbd057ea95c7102638685d5
mother,3,11756,"Ask other relatives if they can help ",60,5fbd057ea95c7102638685d5
mother,4,17138,Ask for a raise at work so I could afford care for him,54,5fbd057ea95c7102638685d5
mother,5,69959,Ask retirement homes about financial aid options,55,5fbd057ea95c7102638685d5
store,0,31736,Call every other employee to try and get someone to cover the shift,76,5fbd057ea95c7102638685d5
store,1,63032,Shut down the store and lock it up and leave and explain the situation to my boss when I can,50,5fbd057ea95c7102638685d5
store,2,18398,"Shut down the store and lock it up and leave and write ""I quit"" on a piece of paper and tape it to the window",23,5fbd057ea95c7102638685d5
store,3,17478,Call corporate and see if they can send someone from another store,52,5fbd057ea95c7102638685d5
store,5,28808,Call the court and ask if there is any grace period for being late,72,5fbd057ea95c7102638685d5
bakery,0,18716,Count the register once more to make sure that it is actually off,92,5fbd057ea95c7102638685d5
bakery,2,20851,Call the employees on shift that day and make sure no one did a payout without putting it into the computer,91,5fbd057ea95c7102638685d5
bakery,3,4673,Quit my job,25,5fbd057ea95c7102638685d5
bakery,4,11361,Pay with my own money,0,5fbd057ea95c7102638685d5
bakery,5,27653,Delete transactions from the register so the drawer will match the sales report,41,5fbd057ea95c7102638685d5
medication,0,9176,"Take out a loan ",50,5fbd057ea95c7102638685d5
medication,1,12245,Start a crowdfunding campaign to try and get enough money to cover it,52,5fbd057ea95c7102638685d5
medication,2,17406,Sell everything I can live without to make enough money for it,53,5fbd057ea95c7102638685d5
medication,3,64659,"Ask friends and family to help ",67,5fbd057ea95c7102638685d5
medication,4,20221,"Take a second job/work overtime ",61,5fbd057ea95c7102638685d5
medication,5,181080,Try to obtain money through illegal means,8,5fbd057ea95c7102638685d5
ring,0,28465,"Slip out the back, call the taxi company and see if they can come back",74,5fbd057ea95c7102638685d5
ring,1,4231,Cry about it,0,5fbd057ea95c7102638685d5
ring,2,55659,Literally leave and try to speed to the taxi company and explain myself later,47,5fbd057ea95c7102638685d5
ring,4,57236,"When the time comes for me to bring the rings, walk up to the front and embarrassingly explain to everyone that I forgot the rings, and probably cry about it ",24,5fbd057ea95c7102638685d5
arizona,0,64526,Try to make sure she is calm enough for me to leave her temporarily,70,5fbd057ea95c7102638685d5
arizona,1,52817,Start walking towards the car and try to get enough signal to call 911 on the way,92,5fbd057ea95c7102638685d5
arizona,2,18710,Start walking to the car and call for help every so often in the hopes that someone is nearby,89,5fbd057ea95c7102638685d5
arizona,3,27755,"Get to the car, drive to the nearest place and call 911",97,5fbd057ea95c7102638685d5
arizona,4,139719,See if there is a flare or something in our hiking gear,50,5fbd057ea95c7102638685d5
arizona,5,18815,Yank her arm as hard as I can and hope for the best,0,5fbd057ea95c7102638685d5
class,0,19413,I could call my mom.,69,5b97f8988ae8150001c7a887
class,1,11405,I could talk to the teacher.,86,5b97f8988ae8150001c7a887
class,2,9085,I could skip class.,22,5b97f8988ae8150001c7a887
class,3,37399,I could try to redo the homework.,76,5b97f8988ae8150001c7a887
class,4,18821,I could just not turn in the homework.,29,5b97f8988ae8150001c7a887
class,5,39141,I could make up an excuse.,64,5b97f8988ae8150001c7a887
concert,0,10870,I could buy another ticket for Ted.,75,5b97f8988ae8150001c7a887
concert,1,25670,I could talk to the ticket people and try to get a replacement.,70,5b97f8988ae8150001c7a887
concert,2,10206,I could give Ted my ticket.,41,5b97f8988ae8150001c7a887
concert,3,25534,I could skip the concert.,17,5b97f8988ae8150001c7a887
