,vignette_name,generation_number,response,reflection_score,id
7894,15,1,Construct fishing poles,0.6,264
7895,15,2,Keep the passengers entertained,0.9666666666666667,264
7896,15,3,Ration the food,1.0,264
7897,15,4,Tell everyone to swim for it,0.0033333333333333335,264
7898,15,5,Put everyone in life boats,0.08333333333333333,264
7899,16,1,Leave Todd to die,0.0,264
7900,16,2,Look for help,0.91,264
7901,16,3,Walk around and look for service,0.97,264
7902,16,4,Keep trying to get his arm out,0.8266666666666667,264
7903,16,5,Amputate the arm,0.49333333333333335,264
7904,17,1,Leave the store unattended,0.2,264
7905,17,2,Call the court and try to explain the situation,0.7166666666666667,264
7906,17,3,Wait for the boss to show up,0.82,264
7907,17,4,Call another employee to see if they can cover,1.0,264
7908,17,5,Call a friend to see if they can cover,0.2833333333333333,264
7909,18,1,Keep going and pretend you didn't see him,0.03333333333333333,264
7910,18,2,Stop and check on him,1.0,264
7911,18,3,Keep going but tell someone,0.25,264
7912,18,4,Wait for someone else and tell them to get help,0.9533333333333334,264
7913,18,5,Put him on her sled and bring him back,0.96,264
7914,13,1,call the taxi company,0.98,265
7915,13,2,start running,0.12333333333333334,265
7916,13,3,feel ashamed,1.0,265
7917,13,4,start apologizing to his sister,1.0,265
7918,13,5,go to the convenience store and buy a ring pop,0.0033333333333333335,265
7919,14,1,move into the father's home,0.8433333333333334,265
7920,14,2,get an apartment close to his father,0.87,265
7921,14,3,take turns taking care of him with other family members,0.84,265
7922,14,4,get the family to chip in on paying for a home,0.76,265
7923,14,5,apply for assistance,0.9566666666666667,265
7924,15,1,inventory the food and ration,0.99,265
7925,15,2,ask people to use their goods wisely,0.9433333333333334,265
7926,15,3,find out if a plane can drop goods somehow,0.4533333333333333,265
7927,15,4,find a way to drift the boat towards the rescue ship to make the rescue happen quicker,0.8466666666666667,265
7928,15,5,throw people overboard,0.0,265
7929,16,1,see how long todd can last,0.62,265
7930,16,2,start walking for help,0.95,265
7931,16,3,look for a water source,0.5733333333333334,265
7932,16,4,walk to find cell service,0.8766666666666667,265
7933,16,5,secure todd any way possible until she can do any of the above,0.88,265
7934,17,1,call another employee to come in,0.98,265
7935,17,2,close the store temporarily ask for forgiveness later,0.5633333333333334,265
7936,17,3,call the court and try to explain the situation,0.5333333333333333,265
7937,17,4,stay at work and ask for forgiveness of the court,0.5066666666666667,265
7938,17,5,walk out and throw arms up in the air,0.36333333333333334,265
7939,18,1,stop and help the competitor,0.95,265
7940,18,2,get help at a checkpoint if there is one,0.64,265
7941,18,3,finish the race as fast as possible and ask for help to be sent,0.72,265
7942,18,4,radio in for help,0.7433333333333333,265
7943,18,5,"try to get the competitor conscious quickly, get them a blanket and take off",0.6133333333333333,265
7944,13,1,Quickly leave and call the taxi driver.,1.0,266
7945,13,2,Inform his sister.,1.0,266
7946,13,3,Call the company the taxi drivers company.,0.96,266
7947,13,4,Offer to pay the driver to bring it back.,1.0,266
7948,13,5,Find a replacement ring.,0.4033333333333333,266
7949,14,1,Try to get his father disability.,1.0,266
7950,14,2,Turn to others for help.,1.0,266
7951,14,3,Try to get him in a state run nursing home.,1.0,266
7952,14,4,See if anyone else can take him in.,0.9566666666666667,266
7953,14,5,Put him in a homeless shelter.,0.03333333333333333,266
7954,15,1,Tell everyone to reserve rations.,1.0,266
7955,15,2,Figure out who gets eaten first.,0.006666666666666667,266
7956,15,3,Throw some people into the ocean to save supplies.,0.01,266
7957,15,4,Keep everyone calm and ensure them they will be rescued.,1.0,266
7958,15,5,Hide the food supplies for himself.,0.11666666666666667,266
7959,16,1,Leave todd.,0.17666666666666667,266
7960,16,2,Keep trying to get his arm out.,1.0,266
7961,16,3,Walk down the mountain and find help.,1.0,266
7962,16,4,Send an sos message.,1.0,266
7963,16,5,Cut Todds arm off.,0.03666666666666667,266
7964,17,1,Leave the store without his replacement.,0.24,266
7965,17,2,Contact the court and let them know he needs to reschedule.,1.0,266
7966,17,3,Keep calling his boss.,1.0,266
7967,17,4,Wait and see if his boss will be there soon.,0.9433333333333334,266
7968,17,5,Call his bosses family.,0.8233333333333334,266
7969,18,1,Call an ambulance.,1.0,266
7970,18,2,Offer aid.,1.0,266
7971,18,3,Wait with them until help comes.,1.0,266
7972,18,4,Console them.,1.0,266
7973,18,5,Ignore him and continue.,0.10333333333333333,266
7974,13,1,He could explain the situation quietly,0.9466666666666667,267
7975,13,2,He could apologize publicly ,0.5566666666666666,267
7976,13,3,he could make a joke,0.41333333333333333,267
7977,13,4,he could act as if it was part of the plan,0.24,267
7978,13,5,he could panic and freak out and cry,0.41333333333333333,267
7979,14,1,He could find a bigger apartment,0.9033333333333333,267
7980,14,2,He could get a friend to take him in,0.5233333333333333,267
7981,14,3,He could abandon his father,0.1,267
7982,14,4,He could live in the tiny apartment with his father,0.9833333333333333,267
7983,14,5,He could make his father live in a tent,0.03666666666666667,267
7984,15,1,He could hold a vote for what to do,0.94,267
7985,15,2,He could hide the food for himself,0.09,267
7986,15,3,He could hide the food and distribute it each day,0.7433333333333333,267
7987,15,4,He could give each passenger or crew member a set amount of food,0.8766666666666667,267
7988,15,5,He could tell them what's going on and let them make their own decisions,0.83,267
7989,16,1,She could cut his arm off and free him,0.15666666666666668,267
7990,16,2,She could leave him and go get help,0.7433333333333333,267
7991,16,3,She could stay with him and they both die,0.41333333333333333,267
7992,16,4,She could try to find service for her phone,0.8433333333333334,267
7993,16,5,She could stay until others happen upon them,0.6466666666666666,267
7994,17,1,Jeff could call his bosses family,0.9633333333333334,267
7995,17,2,Jeff could leave the store unattended,0.13666666666666666,267
7996,17,3,Jeff could call police to do a welfare check,0.8833333333333333,267
7997,17,4,Jeff could call a friend to help with the store,0.58,267
7998,17,5,Jeff could call a coworker to help with the store,0.95,267
7999,18,1,She could stop and help them,0.9666666666666667,267
8000,18,2,She could continue going on her way,0.42,267
8001,18,3,She could call for help and continue the race,0.5433333333333333,267
8002,18,4,She could flag down other racers to help,0.6433333333333333,267
8003,18,5,She could run them over and cheer,0.09333333333333334,267
8004,13,1,Sneak out and call taxi cab dispatcher,0.49333333333333335,268
8005,13,2,Alert a friend to help secure the ring,0.5266666666666666,268
8006,13,3,Whisper into the grooms ear of problem,0.91,268
8007,13,4,Do a fake faint,0.24666666666666667,268
8008,13,5,Announce out loud what you did,0.78,268
8009,14,1,Check for alternate ways to help pay for retirement home.,0.81,268
8010,14,2,Find agency that provides home health care.,0.91,268
8011,14,3,Move in with his father to assist him,0.9066666666666666,268
8012,14,4,Ask friends to help.,0.22333333333333333,268
8013,14,5,Think about making his home bigger with his father's money that he will save.,0.7,268
8014,15,1,Look for others to designate to issue food out.,0.7666666666666667,268
8015,15,2,Ration food out accordingly per days that are possibly left.,0.95,268
8016,15,3,Give more food to the youngest.,0.9066666666666666,268
8017,15,4,Encourage the people that everything will be ok,0.9833333333333333,268
8018,15,5,Find what other foods are available that passengers might have in rooms.,0.9666666666666667,268
8019,16,1,Go and get herself some water,0.89,268
8020,16,2,Leave and find help,0.9766666666666667,268
8021,16,3,Find something to shade Todd with,0.8966666666666666,268
8022,16,4,Cut his arm off ,0.0,268
8023,16,5,Set up an SOS for so others will see that she needs help,0.9066666666666666,268
8024,17,1,Call the courthouse to advise ,0.9333333333333333,268
8025,17,2,Call the boss again to see what is wrong,0.9,268
8026,17,3,Leave the store hoping boss will be show up soon,0.23,268
8027,17,4,Call another worker to see if they can come in,0.7933333333333333,268
8028,17,5,Just wait patiently hope he will show soon.,0.8833333333333333,268
8029,18,1,Stop to help them,0.9833333333333333,268
8030,18,2,Keep racing hoping they will be alright,0.44666666666666666,268
8031,18,3,Holler at them that you will be back later,0.28,268
8032,18,4,Throw supplies out at them hoping someone else will stop,0.02666666666666667,268
8033,18,5,Turn her head and pretend not to see them.,0.23666666666666666,268
8034,13,1,Call the taxi company,0.58,269
8035,13,2,Tell the groom and get him to stall,0.8133333333333334,269
8036,13,3,Tell the best man,0.6933333333333334,269
8037,13,4,Be honest about what happened,0.7,269
8038,13,5,Just leave,0.74,269
8039,14,1,Look into other family,0.37,269
8040,14,2,Look into state funded homes.,0.6433333333333333,269
8041,14,3,see if theres any programs that can help him,0.6033333333333334,269
8042,14,4,Talk to someone for help,0.8133333333333334,269
8043,14,5,Look for a second job,0.7833333333333333,269
8044,15,1,Start rationing,0.8566666666666667,269
8045,15,2,Decide who can get food and who should be on a reduced amount of food,0.69,269
8046,15,3,See if there is any way to fish etc.,0.8033333333333333,269
8047,15,4,See if there are any other food sources that are hid amongst the passengers.,0.7266666666666667,269
8048,15,5,Keep the passengers calm and focus on the rescue boat,0.81,269
8049,16,1,Retrace steps,0.30666666666666664,269
8050,16,2,Start a fire,0.5766666666666667,269
8051,16,3,Just keep walking,0.37666666666666665,269
8052,16,4,Only walk at night,0.75,269
8053,16,5,Look around until service found,0.6166666666666667,269
8054,17,1,Call into to a coworker of his and ask him to take over,0.7933333333333333,269
8055,17,2,Call the courthouse and explain the issue,0.8133333333333334,269
8056,17,3,Just leave and lock up,0.5833333333333334,269
8057,17,4,Keep waiting and maybe nothing bad will happen,0.78,269
8058,17,5,Keep calling your boss,0.8166666666666667,269
8059,18,1,Add him onto her sled and take him to the nearest medic checkpoint,0.6333333333333333,269
8060,18,2,Leave him there and hope someone else finds him,0.7966666666666666,269
8061,18,3,Call for help,0.8166666666666667,269
8062,18,4,Wait with them there,0.8066666666666666,269
8063,18,5,Try and bandage them up then keep going,0.84,269
8064,13,1,Get a fake temporary ring.,0.6833333333333333,270
8065,13,2,Leave the wedding.,0.38333333333333336,270
8066,13,3,Tell them right away and have them deal with it.,0.42333333333333334,270
8067,13,4,Call the taxi company to find the taxi it was left in.,0.9166666666666666,270
8068,13,5,Say nothing and hide.,0.24666666666666667,270
8069,14,1,Get a 2 bedroom apartment.,0.7166666666666667,270
8070,14,2,Ask any family for help.,0.82,270
8071,14,3,Ask an friends for help.,0.7666666666666667,270
8072,14,4,Take him to a homeless shelter.,0.5866666666666667,270
8073,14,5,Ask government for assistance.,0.9433333333333334,270
8074,15,1,Plan how much food will be given out even if people starve a little.,0.8266666666666667,270
8075,15,2,Try to catch fish for food.,0.91,270
8076,15,3,Try to keep everyone calm and assure them help is on the way.,0.91,270
8077,15,4,Hide food from everyone.,0.10333333333333333,270
8078,15,5,Feed only those who really need it.,0.61,270
8079,16,1,Leave to get help.,0.94,270
8080,16,2,Stay with Todd.,0.5666666666666667,270
8081,16,3,Keep trying to get his arm out.,0.69,270
8082,16,4,Try walking around until she gets service.,0.7533333333333333,270
8083,16,5,Try to find a cactus to get water.,0.6433333333333333,270
8084,17,1,Close the store.,0.6333333333333333,270
8085,17,2,Stay and work.,0.8166666666666667,270
8086,17,3,Call someone else in.,0.6333333333333333,270
8087,17,4,Call the court.,0.9,270
8088,17,5,Quit.,0.7466666666666667,270
8089,18,1,Leave them their.,0.03333333333333333,270
8090,18,2,Call for help.,0.93,270
8091,18,3,Rob them.,0.03333333333333333,270
8092,18,4,Pick the up and take them to safety.,0.5833333333333334,270
8093,18,5,Try to win the race and then say she saw someone lying unconscious.,0.03333333333333333,270
8094,13,1,tell his sister,0.7433333333333333,271
8095,13,2,delay the wedding a bit,0.8733333333333333,271
8096,13,3,call the taxi driver,0.6466666666666666,271
8097,13,4,lie to sister,0.49666666666666665,271
8098,13,5,find a replacement from the jeweler,0.5266666666666666,271
8099,14,1,Ask for family assistance,0.7866666666666666,271
8100,14,2,get a second job,0.83,271
8101,14,3,play the lottery,0.7333333333333333,271
8102,14,4,seek government aid,0.7833333333333333,271
8103,14,5,Sell stuff,0.9433333333333334,271
8104,15,1,Begin a cult of cannibals,0.0,271
8105,15,2,Ration food aggressively,0.9566666666666667,271
8106,15,3,throw people overboard,0.05333333333333334,271
8107,15,4,Call for other ships on the radio,0.9166666666666666,271
8108,15,5,Relinquish his role as captain,0.39,271
8109,16,1,abandon the dude,0.44,271
8110,16,2,stay with the dude and help to the bitter end,0.6066666666666667,271
8111,16,3,cut off his arm like in that movie,0.6033333333333334,271
8112,16,4,leave and return with help,0.95,271
8113,16,5,go somewhere for better service,0.9366666666666666,271
8114,17,1,ditch the job to hit the court date,0.84,271
8115,17,2,ask a friend to take over,0.7,271
8116,17,3,close the store,0.8133333333333334,271
8117,17,4,call to reschedule court,0.7366666666666667,271
8118,17,5,temporarily close the store,0.9166666666666666,271
8119,18,1,quit the race to help the guy,0.8533333333333334,271
8120,18,2,keep racing cause who cares,0.4066666666666667,271
8121,18,3,radio for help but keep racing,0.5733333333333334,271
8122,18,4,ask competitors to help her help him,0.8233333333333334,271
8123,18,5,take that competitors dogs to run faster,0.15,271
8124,13,1,Call the taxi commission hotline and ask them to locate the cab,0.9333333333333333,272
8125,13,2,"Ask someone to borrow their ring, temporarily as a proxy.",0.92,272
8126,13,3,Go to Jared Diamond's and buy a new ring on the spot.,0.64,272
8127,13,4,"Tell the truth, maybe they're stall the ceremony for an hour or so.",0.9566666666666667,272
8128,13,5,Fake it and say someone stole it.,0.27,272
8129,14,1,Use his life savings.,0.94,272
8130,14,2,Buy an insurance policy.,0.6333333333333333,272
8131,14,3,Move his father to a poor suburb where housing is cheap.,0.49,272
8132,14,4,Send his father to another relative.,0.7233333333333334,272
8133,14,5,Request the help of government and social services.,0.92,272
8134,15,1,Ration it to those most likely to survive.,0.2733333333333333,272
8135,15,2,Men use less than women and children/elderly.,0.8733333333333333,272
8136,15,3,Ahmed shouldn't consume any to set an example.,0.9,272
8137,15,4,Nobody gets any of it due to fairness.,0.04666666666666667,272
8138,15,5,Only passengers to consume it.,0.44666666666666666,272
8139,16,1,Let Todd die. Eva saves herself.,0.21666666666666667,272
8140,16,2,Eva goes down by herself to get help.,0.9366666666666666,272
8141,16,3,Eva should be aware people can survive without water for days.,0.3566666666666667,272
8142,16,4,There might be water source in the cervice.,0.52,272
8143,16,5,Cut off Tod's arm.,0.19,272
8144,17,1,Leave the store unattended.,0.3933333333333333,272
8145,17,2,Close the store temporarily.,0.78,272
8146,17,3,Ignore the court appointment.,0.34,272
8147,17,4,Call the court to let them know he will be late.,1.0,272
8148,17,5,Do nothing.,0.6433333333333333,272
8149,18,1,Bury her competitor in snow.,0.0,272
8150,18,2,Continue with the goal of winning.,0.36333333333333334,272
8151,18,3,"After calling for help, continue the race without attending to the competitor.",0.5666666666666667,272
8152,18,4,Take her competitor's dogs to double the speed.,0.0,272
8153,18,5,Carry her competitor onto her own sledge.,0.9666666666666667,272
8154,13,1,cry,0.71,273
8155,13,2,call the taxi driver,1.0,273
8156,13,3,let his sister know,0.5766666666666667,273
8157,13,4,go to meet the taxi driver,1.0,273
8158,13,5, ask someone to help,1.0,273
8159,14,1,move his father in anyway,1.0,273
8160,14,2,move to his fathers home,0.73,273
8161,14,3,get a new place with enough space,0.9333333333333333,273
8162,14,4,have a in home cna come and take care of his father ,0.7633333333333333,273
8163,14,5,see if theres any insurance to help cover the retirement home fees,0.76,273
8164,15,1,instruct the passengers to ration their food,0.9666666666666667,273
8165,15,2,see if help can get there sooner,1.0,273
8166,15,3,go fishing,0.9266666666666666,273
8167,15,4,rest,0.48333333333333334,273
8168,15,5,give everyone a portion of food to last. ,1.0,273
8169,16,1,cover todd and go get help,0.93,273
8170,16,2,look for a plant to get some water,0.9966666666666667,273
8171,16,3,see if anyone else is at the bottom  of the mountain.,0.9966666666666667,273
8172,16,4,go down the mountain and try to get service ,0.9966666666666667,273
8173,16,5,cry,0.78,273
8174,17,2,reschedule appointment ,0.9533333333333334,273
8175,17,3,see if appointment can be virtual ,0.9966666666666667,273
8176,17,4,see if someone else can cover the shift,1.0,273
8177,17,5,close the store for the day,0.22,273
8178,18,1,stop her sled,0.94,273
8179,18,2,call for help,1.0,273
8180,18,3,check on the competitor,0.9933333333333333,273
8181,18,4,see if he has and wounds,0.89,273
8182,18,5,make sure they are okay,0.9733333333333334,273
8183,13,1,call taxi service,1.0,274
8184,13,2,tell sister,0.7066666666666667,274
8185,13,3,tell groom,1.0,274
8186,13,4,tell officiant,0.68,274
8187,13,5,fumble and make it funny,0.8766666666666667,274
8188,14,1,talk with father about situation,0.97,274
8189,14,2,call elderly services,0.9733333333333334,274
8190,14,3,get guardianship,0.8333333333333334,274
8191,14,4,look at fathers finances,1.0,274
8192,14,5,get a larger apartment,0.84,274
8193,15,1,conserve food,1.0,274
8194,15,2,ration water,1.0,274
8195,15,3,calm passengers,1.0,274
8196,15,4,make sure everyone has lifejackets,1.0,274
8197,15,5,create plan for evacuation,0.9733333333333334,274
8198,16,1,calm Todd,1.0,274
8199,16,2,go where she can get phone service,0.97,274
8200,16,3,ration water,0.87,274
8201,16,4,climb down mountain and get help,0.8333333333333334,274
8202,16,5,scream for help,1.0,274
8203,17,1,call a coworker to cover you,1.0,274
8204,17,2,"write a note, leave on locked store door",0.7433333333333333,274
8205,17,3,leave voice message for boss,1.0,274
8206,17,4,call friend to come and wait for boss,0.49333333333333335,274
8207,17,5,call 911 and ask for wellness check,0.8466666666666667,274
8208,18,1,stop and check on competitor,1.0,274
8209,18,2,call 911,1.0,274
8210,18,3,stay until help comes,1.0,274
8211,18,4,try to arouse competitor,1.0,274
8212,18,5,scream for help,1.0,274
8213,13,1,find another ring,0.46,275
8214,13,2,call the taxi to see if they'll come back,0.99,275
8215,13,3,tell the groom the truth,0.8633333333333333,275
8216,13,4,buy a new ring,0.51,275
8217,13,5,leave the wedding,0.07666666666666666,275
8218,14,1,move in with his dad,0.93,275
8219,14,2,abandon his dad,0.0,275
8220,14,3,move his dad in with him anyway,0.68,275
8221,14,4,let another relative take care of him,0.6066666666666667,275
8222,14,5,go to social services,0.7666666666666667,275
8223,15,1,swim away,0.0,275
8224,15,2,ration food,0.8366666666666667,275
8225,15,3,hoard the food for himself,0.17333333333333334,275
8226,15,4,give food to women and children first,0.62,275
8227,15,5,put someone else in charge,0.14,275
8228,16,1,leave Todd to go for help,0.59,275
8229,16,2,cut his arm,0.3333333333333333,275
8230,16,3,break his arm,0.4,275
8231,16,4,stay and wait for help,0.7366666666666667,275
8232,16,5,try to send an SOS,0.8566666666666667,275
8233,17,1,close up the store and go to court,0.8566666666666667,275
8234,17,2,leave without closing,0.13333333333333333,275
8235,17,3,call his boss again,0.9766666666666667,275
8236,17,4,quit,0.41333333333333333,275
8237,17,5,stay until his boss arrives,0.46,275
8238,18,1,stop and help him,0.9666666666666667,275
8239,18,2,keep going ,0.17333333333333334,275
8240,18,3,call for help,0.9833333333333333,275
8241,18,4,try to wake him up,0.8266666666666667,275
8242,18,5,let someone else help him,0.18,275
8243,13,1,call the taxi to have them come back,0.9666666666666667,276
8244,13,2,tell his sister he does not have the ring,0.9666666666666667,276
8245,13,3,pretend he did not lose the ring,0.08333333333333333,276
8246,13,4,offer to buy a new ring,0.7333333333333333,276
8247,13,5,offer to find the ring later,0.8833333333333333,276
8248,14,1,offer her father to stay with her,0.7,276
8249,14,2,tell her father she cannot help him,0.05,276
8250,14,3,look for inexpensive places for her father to stay,0.9,276
8251,14,4,offer to live with the father and help him,0.8,276
8252,14,5,find a family member who can help,0.7166666666666667,276
8253,15,1,ration the supplies,0.9,276
8254,15,2,assure everyone they will be fine,1.0,276
8255,15,3,try to call for faster help,1.0,276
8256,15,4,look for passing ships to help,0.9333333333333333,276
8257,15,5,give food to some but not others,0.25,276
8258,16,1,leave and look for help,0.8333333333333334,276
8259,16,2,walk around trying to get phone service,0.6833333333333333,276
8260,16,3,cut off Todd's arm,0.06666666666666667,276
8261,16,4,keep pulling at Todd,0.9,276
8262,16,5,rest to save energy and try later,0.7333333333333333,276
8263,17,1,call a coworker to take over,0.9,276
8264,17,2,call his court to see if it is ok if he is late,0.8666666666666667,276
8265,17,3,call someone who can contact Jeff,0.8333333333333334,276
8266,17,4,close the store down and leave,0.35,276
8267,17,5,try to reschedule the court appointment,0.95,276
8268,18,1,stop to check on the competitor,0.95,276
8269,18,2,ignore the competitor,0.15,276
8270,18,3,stop and wait for others to help,0.8,276
8271,18,4,keep going and look for someone to tell about the competitor,0.65,276
8272,18,5,finish the race and then tell about the competitor,0.21666666666666667,276
8273,13,1,he should put himself together,0.89,277
8274,13,2,he should trey to be positive,0.8533333333333334,277
8275,13,3,tell his sister what is going on,0.92,277
8276,13,4,apologise to her,0.92,277
8277,13,5,try to get hold of the taxi driver,0.9233333333333333,277
8278,14,1,he should try to think what his father is going through,0.93,277
8279,14,2,he should try all his best to be there for his dad,0.8866666666666667,277
8280,14,3,he should to manage and accommodate his dad,0.9333333333333333,277
8281,14,4,he should try to keep a positive environment,0.9233333333333333,277
8282,14,5,he should also try to encourage his dad,0.8966666666666666,277
8283,15,1,he should keep himself positive,0.8766666666666667,277
8284,15,2,he should try to encourage the passengers to be calm,0.92,277
8285,15,3,try to call the rescue team more often,0.93,277
8286,15,4,instruct passenger to slowly eat their food ,0.9333333333333333,277
8287,15,5,he should try to encourage his team,0.9266666666666666,277
8288,16,1,she should try to move further away for service to call 911,0.82,277
8289,16,2,she should try to get help,0.8266666666666667,277
8290,16,3,she should try to get water,0.8966666666666666,277
8291,16,4,she should try calming Todd down that everything will be ok,0.87,277
8292,16,5,she should be more possitive,0.9033333333333333,277
8293,17,1,he should try to put himself together,0.8566666666666667,277
8294,17,2,Try to be calm,0.8166666666666667,277
8295,17,3,he should try to be more positive,0.84,277
8296,17,4,he should keep trying to reach Jeff,0.91,277
8297,17,5,he should ask someone else to fill in for him,0.8366666666666667,277
8298,18,1,she should first put herself together,0.8733333333333333,277
8299,18,3,try to put herself first cause she needs to pay for her tuition,0.5166666666666667,277
8300,18,4,she should keep fighting till she wins,0.85,277
8301,18,5,and have it in mind to apologies to her competitor,0.8266666666666667,277
8302,13,1,Quietly borrow a ring from someone,0.83,278
8303,13,2,Explain what happened to everyone,0.8766666666666667,278
8304,13,3,Call the taxi service to find the ring,0.88,278
8305,13,4,Pull the fire alarm to stop the ceremony,0.08666666666666667,278
8306,13,5,Fake an illness and leave,0.07333333333333333,278
8307,14,1,Get a 2nd job to afford a better place to live,0.8633333333333333,278
8308,14,2,Contact family to help,0.9266666666666666,278
8309,14,3,Contact state agency to help,0.8866666666666667,278
8310,14,4,Abandon his father,0.08333333333333333,278
8311,14,5,Make due in the apartment,0.68,278
8312,15,1,Ration the food he has to keep everyone alive,0.9833333333333333,278
8313,15,2,Hoard food for himself and let everyone else struggle,0.2,278
8314,15,3,Look into making fishing nets to get food,0.6766666666666666,278
8315,15,4,Divide the people into two groups and only feed one to survive,0.04666666666666667,278
8316,15,5,Kill some passengers and turn to cannibalism,0.006666666666666667,278
8317,16,1,Leave Todd and go for help,0.8166666666666667,278
8318,16,2,Try to climb to higher ground to get a cell signal,0.86,278
8319,16,3,Look for water to sustain her rescue efforts,0.6833333333333333,278
8320,16,4,Try creating a wedge or lever to free Todd's arm,0.8433333333333334,278
8321,16,5,Saw Todd's arm off with a knife,0.18666666666666668,278
8322,17,1,Call another employee to come in,0.8166666666666667,278
8323,17,2,Call the court to see if he can be late,0.81,278
8324,17,3,Lock up the store and leave,0.8466666666666667,278
8325,17,4,Leave the store without closing it,0.2,278
8326,17,5,Call a friend to come and watch the store until the boss arrives,0.45,278
8327,18,1,Stop to help the person for as long as it takes,0.9066666666666666,278
8328,18,2,Keep going and report the incident when she has a chance,0.1,278
8329,18,3,Bring the unconscious person with her to the nearest aid station,0.8133333333333334,278
8330,18,4,Try to go and bring back help as quickly as possible,0.8866666666666667,278
8331,18,5,Smile knowing that's one less person in the way of her winning as she speeds on by,0.02,278
8332,13,1,Inform everyone that the ring is missing and do nothing.,0.0,279
8333,13,2,Borrow someone else's ring as a placekeeper for the ceremony.,0.5833333333333334,279
8334,13,3,Leave the ceremony without telling anyone.,0.0,279
8335,13,4,Call the taxi to return the ring and start the ceremony late.,1.0,279
8336,13,5,Pretend that the ring was stolen.,0.0,279
8337,14,1,Ask his siblings or other family for help.,1.0,279
8338,14,2,Take care of his father himself.,0.8333333333333334,279
8339,14,3,Ignore his father's needs.,0.0,279
8340,14,4,Contact government authorities to take care of him.,0.5,279
8341,14,5,Take on a second job/loan to cover retirement home expenses.,0.8333333333333334,279
8342,15,1,Delegate responsibilities to passengers to optimize their conditions.,0.9166666666666666,279
8343,15,2,Allocate rations to passengers in a round robin fashion.,0.5,279
8344,15,3,Do nothing and hope for the best.,0.16666666666666666,279
8345,15,4,Allocate the supplies to those most in need.,0.8333333333333334,279
8346,15,5,Send out a search party for supplies help.,0.75,279
8347,16,1,Leave and seek help from someone.,0.8333333333333334,279
8348,16,2,Try again to get Todd unstuck.,1.0,279
8349,16,3,Cut off Todd's arm.,0.0,279
8350,16,4,Stay with Todd until help arrives.,0.8333333333333334,279
8351,16,5,Search for water and come back.,0.8333333333333334,279
8352,17,1,Call his boss.,1.0,279
8353,17,2,Leave a note on the door.,0.0,279
8354,17,3,Call the court to inform them he will be late.,0.75,279
8355,17,4,Call a coworker to cover.,0.9166666666666666,279
8356,17,5,Cancel the court appointment.,0.8333333333333334,279
8357,18,1,Stop and help her competitor.,0.8333333333333334,279
8358,18,2,Leave the competitor to try to win the race.,0.16666666666666666,279
8359,18,3,Notify someone else to come help.,0.6666666666666666,279
8360,18,4,Wait until someone else arrives and continue the race.,0.6666666666666666,279
8361,18,5,Carry the competitor with her.,0.3333333333333333,279
8362,13,1,Daniel could call the taxi service to see if they have the ring.,1.0,280
8363,13,2,Daniel could tell his sister that he lost the ring and they have to continue the ceremony without it.,0.8833333333333333,280
8364,13,3,Daniel could lie and tell his sister someone stole it.,0.03333333333333333,280
8365,13,4,Daniel could leave the ceremony out of embarassment.,0.25,280
8366,13,5,Daniel could pretend that he didn't know he was responsible for the ring.,0.05,280
8367,14,1,Andy could ask another relative to take care of his father.,0.9666666666666667,280
8368,14,2,Andy could reach out to social services to see if they can provide any assistance.,0.6833333333333333,280
8369,14,3,Andy could try to earn funding through friends and family to put his father into a retirement home.,0.45,280
8370,14,4,Andy could take out a loan to afford the costs.,0.31666666666666665,280
8371,14,5,Andy could look for a cheaper place to live that can support both himself and his father.,0.77,280
8372,15,1,Ahmed could ration the food to everyone until help arrives.,0.95,280
8373,15,2,Ahmed could lie to everyone to prevent panic.,0.48333333333333334,280
8374,15,3,Ahmed could notify everyone about the situation.,0.5,280
8375,15,4,Ahmed could give more food to passengers and less to the crew.,0.6,280
8376,15,5,Ahmed could give more food to the crew and less to passengers.,0.35,280
8377,16,1,Eva could leave the scene to look for service to call 911.,0.8833333333333333,280
8378,16,2,"Eva could continue to help Todd, risking her health.",0.7333333333333333,280
8379,16,3,"Eva could leave Todd, and not look for help.",0.0033333333333333335,280
8380,16,4,"Eva could look for fresh water, then come back and continue trying to free him.",0.2833333333333333,280
8381,16,5,Eva could look for a hard object to chip away at the rock.,0.35,280
8382,17,1,Jeff could ask another coworker to come in and take over.,0.82,280
8383,17,2,Jeff could close the store and leave.,0.15,280
8384,17,3,"Jeff could call the court and lie, saying an extenuating circumstance has occurred.",0.08333333333333333,280
8385,17,4,Jeff could quit his job out of frustration.,0.05,280
8386,17,5,"Jeff could continue working until his boss arrives, risking missing the appointment or being late.",0.5333333333333333,280
8387,18,1,"Shania could stop her sled and assess the situation, leaving the race.",0.7833333333333333,280
8388,18,2,"Shania could stop her sled, call for help, and then continue the race.",0.5166666666666667,280
8389,18,3,Shania could continue on without doing anything.,0.2,280
8390,18,4,Shania could pretend she didn't see her competitor.,0.08333333333333333,280
8391,18,5,"Shania could help the competitor, and then demand the race be rescheduled.",0.3333333333333333,280
8392,13,1,Tell his sister he left the ring in the taxi. ,0.7166666666666667,281
8393,13,2,Leave the ceremony and avoid his sister. ,0.016666666666666666,281
8394,13,3,Lie and tell his sister the ring was stolen from him.,0.1,281
8395,13,4,Tell his sister he won't provide the ring because he disapproves of the marriage. ,0.0,281
