"id","context","answer","Probability","Morality","Normality","response"
224,14,5,35,91,92,"Take a loan out"
224,15,1,20,72,17,"Abandon some to save the rest"
224,15,2,89,100,84,"Ration food"
224,15,3,43,68,38,"Eat one person who died"
224,15,4,74,48,80,"Nothing and hope for the best"
224,15,5,17,57,10,"Kill a passenger for food"
224,16,1,33,10,12,"Leave him and save herself"
224,16,2,64,98,79,"Leave him and find help"
224,16,3,54,95,89,"Wait for rescue"
224,16,4,88,100,85,"Help him longer"
224,16,5,32,99,19,"Cut his arm off"
224,17,1,15,28,86,"Lock up and leave"
224,17,2,64,92,94,"Call his boss's family"
224,17,3,15,11,22,"Leave with store open"
224,17,4,76,100,74,"Wait longer"
224,17,5,80,100,100,"Work a double shift"
224,18,1,50,17,76,"Leave him and finish the race"
224,18,2,31,82,86,"Help him and start gofundme for college"
224,18,3,68,100,97,"Help him and lose the race"
224,18,4,32,78,80,"Satellite phone call for help"
224,18,5,80,100,99,"Leave him and head back for help"
225,13,1,100,100,99,"call the taxi cab"
225,13,2,65,92,77,"give money for a new ring "
225,13,3,100,100,100,"tell the couple right away"
225,13,4,79,83,89,"take his ring off and give it to them"
225,13,5,80,52,50,"whisper in the grooms ear"
225,14,1,88,88,89,"share the space with dad"
225,14,2,100,80,99,"find another job"
225,14,3,100,100,100,"try to make a side hustle"
225,14,4,73,58,74,"get insurance for his dad "
225,14,5,1,0,0,"leave his dad alone"
225,15,1,100,88,93,"find a way to fish. "
225,15,2,94,70,91,"make smaller meals"
225,15,3,63,64,70,"only let kids eat"
225,15,4,91,89,90,"tell them all"
225,15,5,100,99,99,"let people volunteer to skip meals"
225,16,1,98,100,100,"give Todd water "
225,16,2,92,96,100,"go find help"
225,16,3,33,33,47,"yell until they are heard"
225,16,4,53,75,90,"help Tom get his arm free"
225,16,5,9,0,0,"leave Tom to fend for himself"
225,17,1,81,54,68,"call another employee"
225,17,2,85,59,63,"close the store "
225,17,3,11,5,0,"leave the store unstaffed "
225,17,4,50,70,68,"wait for his boss"
225,17,5,30,17,14," quit his job"
225,18,1,51,29,33,"Check on her competition and carry on."
225,18,2,97,100,96,"Stop and call for help"
225,18,3,9,15,5,"Drive straight passed her"
225,18,4,0,10,10,"cover her competition with a blanket "
225,18,5,20,51,58,"have someone else stay with the competitor"
226,13,1,49,100,50,"Whisper to a groomsman to fetch it. "
226,13,2,51,100,52,"Warn the bride and groom. "
226,13,3,50,100,50,"Laugh at his mistake. "
226,13,4,50,100,50,"Warn the officiant of the issue. "
226,13,5,49,100,52,"Pretend to have it and be a good actor. "
226,14,1,100,49,48,"Move in with his father to help. "
226,14,2,50,100,49,"Get a neighbor to watch him. "
226,14,3,50,100,38,"Ask siblings to help. "
226,14,4,50,100,51,"Ask his siblings to move in. "
226,14,5,50,46,28,"Find a person to caretake in exchange for room and board. "
226,15,1,100,100,100,"Ration food. "
226,15,2,100,100,100,"Ask for suggestions. "
226,15,3,100,100,100,"Radio for food and supplies. "
226,15,4,100,100,100,"Check for ships in the area to see if there are supplies available. "
226,15,5,100,100,100,"Radio the Coast Guard"
226,16,1,100,100,100,"Eva should go for help. "
226,16,2,100,100,100,"Cover bodies to reduce dehydration. "
226,16,3,50,50,47,"Scream for help. "
226,16,4,100,100,100,"Light a rescue fire. "
226,16,5,100,100,100,"Continue trying to get Todd's arm free. "
226,17,1,100,100,100,"See if another coworker can come in. "
226,17,2,100,100,100,"Try to reschedule the court appointment. "
226,17,3,100,100,100,"Continue trying to reach boss. "
226,17,4,100,100,100,"Try calling a second worker to cover. "
226,17,5,100,100,100,"Try calling a third worker to cover. "
226,18,1,100,100,100,"Stop and help. "
226,18,2,9,9,0,"Don't stop and try to win the race. "
226,18,3,49,100,48,"Assuming cell coverage, phone it in. "
226,18,4,29,39,39,"Continue and send help back. "
226,18,5,48,100,48,"Quit bring the guy in on her sled. "
227,13,1,100,100,100,"Tell someone"
227,13,2,50,0,100,"Hide"
227,13,3,0,0,0,"Make another ring"
227,13,4,100,100,100,"Cry"
227,13,5,50,0,100,"Make an excuse"
227,14,1,100,100,100,"Move into his parents home with his dad"
227,14,2,50,50,50,"Move his dad into his one room"
227,14,3,50,50,70,"Send father to a cheap home"
227,14,4,0,0,0,"Ignore his father"
227,14,5,70,100,100,"Find someone that can come care for him for cheap"
227,15,1,100,100,100,"Ration food"
227,15,2,100,100,100,"Keep the passengers and crew calm."
227,15,3,90,100,100,"Go fishing for food"
227,15,4,50,100,100,"Wait for the boat"
227,15,5,50,90,100,"Find something to pass the time."
227,16,1,90,100,100,"Keep trying to call 911."
227,16,2,90,100,100,"Try to help Todd remove his arm."
227,16,3,80,100,90,"Go for help"
227,16,4,100,100,100,"Scream for help"
227,16,5,100,100,100,"Call someone else"
227,17,1,40,70,50,"Close the store down and go to his court appointment"
227,17,2,100,100,100,"Call another worker to take his shift"
227,17,3,80,100,100,"Keep calling the boss"
227,17,4,0,0,0,"Call the boss' family"
227,17,5,60,0,0,"Miss the court appointment"
227,18,1,100,100,100,"Stop and help"
227,18,2,0,0,0,"Continue the race"
227,18,3,70,100,100,"Call for help"
227,18,4,0,0,0,"Finish and then tell someone"
227,18,5,0,0,0,"Laugh"
228,13,1,100,100,100,"He should quickly go and check if the taxi has left."
228,13,2,100,100,100,"If it left then he should try and call the taxi and have it come back."
228,13,3,100,100,100,"If he can't get the taxi to come back he should text call the service that owns the taxi."
228,13,4,84,93,81,"If he can't get the taxi back still then he may have to consider telling his sister what has transpired."
228,13,5,70,1,60,"He also may consider just lying about the ring."
228,14,1,96,96,88,"Take a loan out to afford a bigger place."
228,14,2,87,90,79,"Take a loan to afford to put his father in a retirement home."
228,14,3,83,74,76,"Ask another family member if they can take care of him."
228,14,4,74,72,68,"Ask another family member if they could help pay for a retirement home for him."
228,14,5,94,95,92,"See if there isn't an affordable option for a retirement home somewhere else."
228,15,1,100,100,100,"He should instruct the survivors on how best to ration the supplies."
228,15,2,100,100,100,"He should take charge and make sure everyone understands what is acceptable with the rations if they want to survive."
228,15,3,100,100,94,"He should make sure and carefully ration all the supplies."
228,15,4,100,100,92,"He should make sure and carefully use the flare gun to signal the rescue boat if they see it."
228,15,5,100,100,94,"He should ensure the safety of all the survivors."
228,16,1,100,90,90,"Eva has to go and search for help"
228,16,2,100,95,90,"Eva should also be trying to get service on her phone to call for help"
228,16,3,72,63,45,"Eva may have to assist Todd in cutting his arm off if there isn't another option and help can't be found"
228,16,4,2,2,2,"Eva may have to leave Todd and never return"
228,16,5,84,83,89,"Eva should bring back supplies if she can't find help to assist todd"
228,17,1,100,100,100,"He should first try and call his boss a few more times before trying anything else"
228,17,2,100,92,93,"If he can't get his boss on the phone then he should next call another fellow employee and see if they can cover for him"
228,17,3,93,84,85,"If the employee can't be reached or can't come in then he should next phone a friend and see if they can come in while he goes to court"
228,17,4,90,80,77,"He should next try a family member if the friend can't come or be reached"
228,17,5,81,65,36,"If he can't get anyone to cover for him then he may have to consider closing the store up and going to court depending on just how important this appointment is."
228,18,1,100,100,100,"She should call for help"
228,18,2,98,96,94,"If she can't call then she should quickly ride to find help"
228,18,3,90,95,86,"If she can't find any then she should take the competitor with her to find aid"
228,18,4,2,0,3,"She could also simply ignore what she saw and continue on to victory"
228,18,5,83,92,86,"She could also stay with the competitor till help arrived."
229,13,1,58,80,75,"search"
229,13,2,89,80,89,"complaint to cops"
229,13,3,78,87,94,"complaint to organisr"
229,13,4,92,82,90,"search it everywhere"
229,13,5,87,94,88,"find it anyhow"
229,14,1,72,86,82,"good "
229,14,2,89,84,92,"kind"
229,14,3,81,80,92,"humble "
229,14,4,84,91,88,"kind"
229,14,5,88,86,96,"hard"
229,15,1,81,87,83,"call emergency"
229,15,2,82,91,87,"think to survive"
229,15,3,76,87,79,"try to protect people"
229,15,4,80,73,88,"give up "
229,15,5,73,84,77,"look for an help from coast rangers"
229,16,1,71,79,71,"try call for emergency"
229,16,2,75,89,82,"call for friend"
229,16,3,87,96,90,"try to solve"
229,16,4,77,70,82,"get help"
229,16,5,79,93,90,"try to protect"
229,17,1,68,80,73,"call again"
229,17,2,84,77,86,"go and meet"
229,17,3,86,82,89,"leave up to him"
229,17,4,81,89,86," judge will take care "
229,17,5,73,89,84,"go and pick him up"
229,18,1,74,61,79,"good "
229,18,2,81,86,81,"kind "
229,18,3,76,86,84,"humble "
229,18,4,86,91,87,"hard"
229,18,5,80,85,83," great"
230,13,1,100,100,100,"Daniel could call the taxi company and see if they can help him locate the ring."
230,13,2,70,100,100,"Daniel could remedy the situation by purchasing a replacement ring himself."
230,13,3,40,0,0,"He could pretend he handed it to someone else to momentarily look after."
230,13,4,3,0,0,"Pretend to faint or some other dramatic act."
230,13,5,100,100,100,"Tell his sister the ring is simply gone."
230,14,1,100,100,100,"Have his father live with him."
230,14,2,91,100,100,"Ask a neighbor to help with the father."
230,14,3,91,100,100,"Ask a family member to take the father in."
230,14,4,57,100,100,"Get a second job to find a bigger home so that both can live there comfortably."
230,14,5,80,100,100,"Ask for government assitance."
230,15,1,80,100,100,"Each person has a day in which they will not eat in order to stretch food supplies as much as possible."
230,15,2,80,100,100,"Share small pieces of food."
230,15,3,50,100,100,"Keep busy with games to try to distract from hunger."
230,15,4,50,50,100,"Battle for the food."
230,15,5,0,0,0,"Throw someone overboard."
230,16,1,100,100,100,"Gather sticks and rocks in order to try to use them as tools to remove Todd's arm from the crevice."
230,16,2,87,100,100,"Have Todd repeatedly try to call 911 with his free hand while she works on removing his arm from the crevice."
230,16,3,100,100,100,"Run out to a stream to get some water then return to Todd."
230,16,4,50,100,88,"Find something she can use to cut Todd's arm off."
230,16,5,50,0,0,"Give up and do nothing."
230,17,1,100,100,100,"Shut the store down and leave behind a note explaining the situation."
230,17,2,100,100,100,"Call the court and explain the situation."
230,17,3,39,100,100,"Call a family member and ask if they can come to the store and stick around and explain the situation to the boss."
230,17,4,29,0,0,"Leave without saying anything to the boss."
230,17,5,50,0,0,"Stay at the store."
230,18,1,85,100,100,"Stop and help the competitor."
230,18,2,50,100,100,"Take the competitor with her on the sled."
230,18,3,50,50,50,"Hope someone else notices the competitor."
230,18,4,50,30,39,"Continue with the race and alert someone when she finishes the race."
230,18,5,27,0,0,"Ignore the competitor and continue with the race."
231,13,1,51,63,56,"He can distract the people"
231,13,2,70,78,71,"Give a moving speech"
231,13,3,82,70,86,"Apologize"
231,13,4,78,65,79,"Agree to find another"
231,13,5,81,74,92,"Ask for help"
231,14,1,82,94,89,"Take care of him himself"
231,14,2,81,66,80,"Ask for help"
231,14,3,59,52,54,"Talk to relatives"
231,14,4,90,78,84,"Talk to friends"
231,14,5,78,67,81,"Ask help from the government"
231,15,1,50,14,45,"Lie to them to keep them calm"
231,15,2,74,60,79,"say jokes to them"
231,15,3,80,65,84,"Tell them all is okay"
231,15,4,81,63,75,"Tell some the hard truth"
231,15,5,81,66,81,"Encourage the passengers to be hopeful"
231,16,1,69,82,74,"Help the friend"
231,16,2,48,71,59,"Scream for help"
231,16,3,61,42,57,"try call 911 again"
231,16,4,72,54,86,"try help the friend"
231,16,5,61,84,84,"encourage the friend to try recover"
231,17,1,88,82,90,"Wait for his boss"
231,17,2,61,81,74,"Skip the court"
231,17,3,81,57,71,"Ask for help from friend"
231,17,4,82,69,97,"Look for subtitute"
231,17,5,90,49,70,"Blame the boss"
231,18,1,66,85,73,"Help the person"
231,18,2,63,86,77,"Shout for help"
231,18,3,72,86,77,"Call for help"
231,18,4,50,14,38,"ignore and win the race"
231,18,5,71,86,72,"Scream to attract attention"
232,13,1,100,100,100,"He can call the taxi company"
232,13,2,41,77,46,"He can buy a new ring"
232,13,3,36,70,46,"He can tell them he lost it"
232,13,4,82,19,63,"He can say someone stole it"
232,13,5,26,1,14,"He can steal another ring"
232,14,1,9,12,9,"Leave the father alone"
232,14,2,3,1,3,"Kill the father"
232,14,3,6,2,10,"Orchestrate a situation where someone else kills him"
232,14,4,12,8,11,"Steal money to afford the retirement home"
232,14,5,100,100,100,"Bring him home"
232,15,1,15,12,25,"Resort to cannibalism"
232,15,2,75,77,75,"Ration food"
232,15,3,39,18,53,"Kill the weak and elderly, leaving the food for the most fit"
232,15,4,4,3,8,"Sink the ship to kill everyone"
232,15,5,35,15,34,"Kill himself in a cowardly act"
232,16,1,100,80,100,"Climb down and get help"
232,16,2,41,15,34,"Cut off Todd's arm to free him"
232,16,3,4,1,4,"Kill Todd"
232,16,4,2,0,2,"Leave Todd and forget he exists"
232,16,5,16,12,15,"Stay by Todd and die together or get rescued randomly"
232,17,1,100,100,100,"Lock up the store and leave a note"
232,17,2,26,5,27,"Leave the store unattended"
232,17,3,46,9,44,"Skip the court meeting"
232,17,4,17,11,19,"Call a friend to watch the store"
232,17,5,25,39,26,"Call another co-worker to watch the store"
232,18,1,19,100,34,"She can stop and assist the competitor"
232,18,2,55,26,41,"She can ignore the person and proceed"
232,18,3,76,69,89,"She can yell out for help as she runs by"
232,18,4,53,65,91,"She can tell the next authority figure she sees as she runs by"
232,18,5,25,100,88,"She can stop at the next authority figure and actively bring them over"
233,13,1,100,100,100,"He could call the taxi company"
233,13,2,100,100,100,"He could send someone to retrieve the ring"
233,13,3,80,100,100,"He could chase the taxi"
233,13,4,70,100,70,"He could explain the situation to his sister"
233,13,5,10,0,20,"He could substitute the ring"
233,14,1,90,100,100,"He could move in with his father"
233,14,2,70,100,100,"He could hire people to come in to help out"
233,14,3,90,100,90,"He could move closer to his father in order to help"
233,14,4,90,100,100,"He could stop over numerous times to help his father"
233,14,5,50,95,50,"He could ask relatives to help out"
233,15,1,100,100,100,"Portion food so that it lasts"
233,15,2,90,100,95,"Let them eat one time per day"
233,15,3,90,100,95,"Make sure that everyone has eaten something with in a certain time frame"
233,15,4,100,100,100,"Make sure that people aren't wasting food"
233,15,5,100,100,100,"Make sure that food is being preserved so that it lasts"
233,16,1,80,85,90,"She could go back for help"
233,16,2,100,100,100,"She could move to a new spot and try to get a signal"
233,16,3,90,100,100,"She could try to conserve her water"
233,16,4,80,100,100,"She could try to see if she can see anyone else around"
233,16,5,100,100,100,"She could try to move some of the rocks in order for him to get his arm moved out"
233,17,1,90,100,100,"He could call another employee to come in."
233,17,2,90,70,80,"He could put a closed sign on the door and lock up and leave."
233,17,3,65,100,80,"He could call the police and have them do a wellness check on Jeff."
233,17,4,75,90,75,"He could have a friend come in and watch the store until Jeff shows up."
233,17,5,90,100,90,"He could call corporate and inform them of the issue and explain that he needs to leave and close down until Jeff arrives."
233,18,1,100,100,100,"She could call 911 and report the issue"
233,18,2,100,100,100,"She could stop and help"
233,18,3,80,0,20,"She could keep going"
233,18,4,90,100,100,"She could try to get help by going off course"
233,18,5,50,100,100,"She could put the competitor on her sled and take them for help"
234,13,1,90,100,100,"Tell his sister"
234,13,2,85,95,100,"Use a temporary ring from someone else"
234,13,3,95,100,100,"Call the taxi number"
234,13,4,55,65,55,"Ask for the ceremony to be delayed"
234,13,5,10,30,0,"Walk up without the ring"
234,14,1,90,100,100,"Just deal with living in the same apartment"
234,14,2,95,100,100,"Look for another apartment to live in together"
234,14,3,60,100,100,"Apply for financial assistance"
234,14,4,55,45,55,"Hire a cheap nurse to assist his father"
234,14,5,5,0,0,"Leave his father alone"
234,15,1,100,100,100,"Start rationing the food"
234,15,2,80,100,100,"Explain to the crew and passengers that help is arriving but may take a while"
234,15,3,90,100,100,"Tell passengers not to panic"
234,15,4,60,90,75,"Have passengers and crew list any medical issues to determine who may need food more"
234,15,5,55,0,40,"Don't tell the passengers or crew anything."
234,16,1,100,100,100,"Leave Todd to get help"
234,16,2,65,95,85,"Stay with Todd and continue to try and pull his arm out."
234,16,3,20,55,15,"Use a tourniquet and cut off the arm."
234,16,4,70,55,70,"Walk around to try and get signal."
234,16,5,25,35,20,"Wait until the sun goes down a bit more to continue trying and avoid heat exhaustion"
234,17,1,95,100,100,"He could call another employee to take over."
234,17,2,30,55,15,"He could lock up the store and leave a note on the door."
234,17,3,75,100,100,"He could leave a voice message explaining the situation to his boss."
234,17,4,80,100,100,"He could someone at the court to see his options."
234,17,5,90,100,100,"He could call his lawyer if he has one to see what can be done."
234,18,1,95,100,100,"Stop and stay until help arrive"
234,18,2,45,55,60,"Call for help with a walkie or phone before continuing"
234,18,3,90,100,100,"Put him on her sled and get help"
234,18,4,55,60,60,"Attempt to wake him up so he can possibly continue"
234,18,5,20,0,0,"Ignore him completely and move on"
235,13,1,100,100,100,"He could call the taxi company to see if they found the ring."
235,13,2,96,100,100,"He could double check that he didn't leave it somewhere else."
235,13,3,75,91,91,"He could confess about loosing the ring and proceed without it."
235,13,4,20,79,21,"He could rush to buy a replacement ring."
235,13,5,50,50,51,"He could make a temporary ring and get the other one back at a later time."
235,14,1,0,0,0,"Andy could murder his father."
235,14,2,6,0,0,"Andy could abandon his father."
235,14,3,93,94,100,"Andy could find another family member to take care of this father."
235,14,4,60,100,100,"Andy could find a higher-paying job."
235,14,5,14,100,16,"Andy could become a sex worker to pay for the retirement home."
235,15,1,100,100,100,"Ahmed could ration out the food."
235,15,2,4,0,0,"Ahmed could throw some people overboard so there is enough food."
235,15,3,0,0,0,"Ahmed could tell the passengers to eat each other for food."
235,15,4,0,0,0,"Ahmed could kill himself to avoid the problem."
235,15,5,0,0,0,"Ahmed can feed only the people he likes."
235,16,1,100,100,100,"Eva could walk until she has service and call for help."
235,16,2,0,0,0,"Eva could give up and they could both die in the sun."
235,16,3,10,20,10,"Eva could cut off Todd's arm so they can leave."
235,16,4,0,0,0,"Eva could abandon Todd and head back to safety."
235,16,5,80,92,93,"Eva could walk back to town to get help."
235,17,1,100,100,100,"Jeff could call a coworker and have them cover his shift."
235,17,2,84,100,100,"Jeff could lock up the store and go to his appointment."
235,17,3,0,0,0,"Jeff could forget about his appointment and keep working."
235,17,4,0,0,0,"Jeff could abandon the store and go to his appointment."
235,17,5,6,100,30,"Jeff could quit his job and go to his appointment."
235,18,1,100,100,100,"She could call for help and continue on."
235,18,2,91,100,100,"She could stop and assist her competitior."
235,18,3,40,19,39,"She could ignore the competitor and continue on."
235,18,4,70,100,88,"She could load the competitor onto her sled and head back to town."
235,18,5,32,72,32,"She could load the competitor onto her sled and continue the race."
236,13,1,10,100,10,"Call the taxi company"
236,13,2,50,100,75,"Explain the situation to his sister"
236,13,3,5,90,5,"Hunt down the taxi driver"
236,13,4,5,90,5,"Find a substitute"
236,13,5,50,0,60,"Pretend someone stole it"
236,14,1,50,100,100,"Find a new apartment"
236,14,2,10,100,25,"Buy a house"
236,14,3,10,90,20,"Take out a loan"
236,14,4,0,0,0,"Let his father fend for himself"
236,14,5,30,90,40,"Let his father stay in his apartment"
236,15,1,10,90,10,"Put the crew on restricted duty"
236,15,2,50,100,90,"Fix the engine"
236,15,3,100,100,100,"Create a rationing plan"
236,15,4,60,100,90,"Fish for additional food"
236,15,5,66,100,75,"Create a plan for the passengers to help"
236,16,1,5,67,10,"Cut off his arm"
236,16,2,5,0,5,"Leave him and continue the hike"
236,16,3,75,100,100,"Find a spot with service"
236,16,4,10,20,10,"Return to their vehicle"
236,16,5,50,95,90,"Stay with him"
236,17,1,50,75,50,"Close the store"
236,17,2,90,100,100,"Call his boss"
236,17,3,40,100,40,"Wait in the store"
236,17,4,10,20,30,"Walk out without closing the store"
236,17,5,50,100,25,"Call the court to reschedule"
236,18,1,90,100,100,"Call for help"
236,18,2,50,100,40,"Put the competitor on her sled"
236,18,3,50,67,100,"Check on him and move on"
236,18,4,30,85,30,"Give the competitor extra rations"
236,18,5,50,40,75,"Keep moving"
237,13,1,85,96,94,"find the taxi"
237,13,2,100,37,72,"panic"
237,13,3,28,47,27,"offer to get another ring"
237,13,4,50,24,39,"cry"
237,13,5,56,11,18,"hide"
237,14,1,19,30,23,"throw away his belonging and have dad move in"
237,14,2,94,99,93,"see if other family could take him"
237,14,3,79,85,78,"check retirement homes elsewhere to see if they're mot affordable"
237,14,4,50,22,35,"have a nervous breakdown"
237,14,5,1,0,0,"kill dad"
237,15,1,68,97,87,"fish for food"
237,15,2,72,88,82,"look around the ship for food"
237,15,3,80,99,96,"tell everyone things will be okay"
237,15,4,61,80,74,"desperately radio for help"
237,15,5,37,7,25,"abandon ship"
237,16,1,79,98,93,"go find water"
237,16,2,73,96,86,"start a fire for a smoke signal"
237,16,3,59,98,96,"keep trying to get his arm out"
237,16,4,81,98,95,"run for help"
237,16,5,2,0,1,"run away and just leave Todd"
237,17,1,97,99,97,"keep calling"
237,17,2,73,99,95,"call one of Jeff's friends and see if they know anything"
237,17,3,50,39,43,"cancel the court appointment"
237,17,4,31,25,24,"lock up the store and leave"
237,17,5,2,1,1,"have one of the customers fill in as employee"
237,18,1,72,97,88,"call for help"
237,18,2,84,94,91,"try to help the competitior"
237,18,3,19,5,4,"go on and just leave him so she can win the race"
237,18,4,32,18,32,"panic"
237,18,5,6,3,5,"laugh"
238,13,1,94,87,93,"Tell a friend to call taxi company"
238,13,2,16,5,9,"Run away"
238,13,3,7,1,1,"Fake a heart attack"
238,13,4,85,81,81,"Wisper to the priest the problem"
238,13,5,40,20,27,"Just pretend he can't find the ring"
238,14,1,95,86,92,"Call other relatives"
238,14,2,75,87,75,"Have him move in"
238,14,3,68,91,76,"Get a bigger appt"
238,14,4,43,62,58,"Find a friend with a place "
238,14,5,66,71,65,"Call social services"
238,15,1,99,92,94,"Ration the food"
238,15,2,89,97,91,"Calm everyone down"
238,15,3,71,78,72," have the men Stop eating so there is more food"
238,15,4,10,4,8,"Throw someone overboard"
238,15,5,7,6,5,"Jump overboard"
238,16,1,89,80,92,"Try to move the rock"
238,16,2,78,71,71,"Make some shade to rest and think"
238,16,3,95,88,92,"Walk around to find phone service"
238,16,4,20,43,23,"Start a small fire to signal someone"
238,16,5,65,90,71,"go get help marking the way"
238,17,1,76,61,77,"Call the court to reschedule"
238,17,2,99,94,97,"Call a coworker to cover for him"
238,17,3,76,71,67,"call a friend to cover for him"
238,17,4,44,20,21,"Skip the court appt"
238,17,5,15,11,11,"Close the store"
238,18,1,26,6,26,"Keep going "
238,18,2,88,83,86,"Stop and call for help"
238,18,3,59,39,45,"keep going and call for help at next stop"
238,18,4,83,97,82,"stop and provide assistance"
238,18,5,11,4,8,"block the trail so the race would be stopped "
239,13,1,100,100,100,"Call the taxi"
239,13,2,60,100,81,"Let his sister know "
239,13,3,40,10,6,"Tell his sister to hold the wedding "
239,13,4,30,69,50,"Don't panic "
239,13,5,50,80,61,"Drive to get the ring"
239,14,1,89,67,100,"Find a new place "
239,14,2,100,86,100,"Get a new job"
239,14,3,65,92,77,"Ask for Help"
239,14,4,83,50,95,"Get a nurse"
239,14,5,100,68,89,"Get a second job"
239,15,1,60,80,70,"Try to catch fish"
239,15,2,100,85,95,"Limit the amount of food people eat"
239,15,3,90,100,90,"Drink lots of water"
239,15,4,40,50,50,"Try to get someone to come faster"
239,15,5,65,100,100,"Don't panic "
239,16,1,60,80,90,"Leave to go get help. "
239,16,2,50,100,80,"Look for supplies just in case they are stuck over night"
239,16,3,90,95,100,"Try walking around to get service "
239,16,4,50,80,90,"Look for others "
239,16,5,100,80,90,"Keep trying to save her friend"
239,17,1,91,100,97,"Call another employee to come in "
239,17,2,50,21,81,"Reschedule his appointment  "
239,17,3,10,5,22,"Lock up the store and go to his appointment "
239,17,4,100,100,100,"Keep calling his boss"
239,17,5,7,5,10,"Don't go to his appointment"
239,18,1,90,98,100,"Help the competitor"
239,18,2,20,5,5,"Keep running "
239,18,3,89,100,100,"Call for help"
239,18,4,10,2,3,"Act like she didn't see anything"
239,18,5,60,100,95,"Call the police"
240,13,1,100,100,100,"Call the taxi company to see if they can locate the driver."
240,13,2,10,0,5,"Postpone the ceremony until he can get the ring"
240,13,3,80,7,0,"Skip his part of the ceremony"
240,13,4,91,13,4,"Borrow a ring to use from someone instead"
240,13,5,93,69,15,"Explain what happened and apologize "
240,14,1,100,90,80,"See if anyone in the family or friends could help"
240,14,2,100,50,80,"See if he can get into a state run home"
240,14,3,90,70,100,"Call social services and ask for help"
240,14,4,30,100,40,"Have him move in until something can be done"
240,14,5,20,80,10,"Start a gofundme for financial help"
240,15,1,100,90,100,"Ration the food"
240,15,2,95,100,80,"do a lottery for the food"
240,15,3,20,5,10,"explain the situation and limit the food to crew"
240,15,4,30,25,46,"don't tell them it will be a week before rescue as not to alarm them"
240,15,5,1,0,1,"take charge and keep all the food"
240,16,1,100,100,100,"Run back to civilization and call for help"
240,16,2,83,100,77,"Stay with him and try and free him"
240,16,3,0,0,0,"Keep on with the hike"
240,16,4,81,100,100,"Try and find water"
240,16,5,11,69,19,"build a fire to draw attention"
240,17,1,100,100,100,"Call the court to explain he will be late"
240,17,2,84,33,81,"Call another employee to see if they can come in"
240,17,3,5,0,0,"Close the store"
240,17,4,100,97,100,"Wait for the boss and get to court eventually"
240,17,5,78,0,11,"Skip the appearance"
240,18,1,100,100,100,"Attend to the person"
240,18,2,41,19,33,"Keep going and report the incident at the next checkpoint"
240,18,3,29,13,8,"Help her briefly then continue on"
240,18,4,100,100,100,"Call for help and wait for help"
240,18,5,5,0,1,"Pretend you never saw it"
241,13,1,20,50,0,"Stop the wedding and go get a replacement."
241,13,2,48,50,8,"Stop the wedding and go find the taxi."
241,13,3,79,100,100,"Wait until it is time to exchange ring to tell them."
241,13,4,31,80,37,"Find something around the person to use as a ring temporarily."
241,13,5,29,100,16,"Ask a couple around if they could borrow their rings for the ceremony. "
241,14,1,91,100,100,"Move into a bigger apartment for him and his father."
241,14,2,12,0,0,"Just leave his father alone."
241,14,3,9,0,0,"Let his father go homeless."
241,14,4,0,0,0,"Kill him."
241,14,5,89,93,100,"Find a no cost home to put him in."
241,15,1,22,11,69,"Tell them there is plenty of supplies."
241,15,2,100,100,100,"Tell them they are low on supplies."
241,15,3,3,0,0,"Ignore them if they ask about supplies."
241,15,4,0,0,0,"Tell them he doesn't know anything about the supplies."
241,15,5,0,0,0,"Act like doesn't speak english and don't understand when they ask him about it."
241,16,1,61,100,100,"Leave and go get help. "
241,16,2,82,100,100,"Try getting his arm out anyways."
241,16,3,100,100,100,"Go walk around and see if she can get service in another spot."
241,16,4,4,0,0,"Just leave Todd there and go on with her day."
241,16,5,19,32,0,"Leave to get some water and then come back and help Todd."
241,17,1,29,41,0,"He could close the store down and leave."
241,17,2,62,100,100,"He could miss the court appointment and wait for Jeff."
241,17,3,62,100,100,"He could call the court and see if he could delay it."
241,17,4,9,0,0,"He could just leave and leave the store open."
241,17,5,0,0,0,"I genuinely can't think of another option."
241,18,1,89,100,100,"Stop and help the competitor."
241,18,2,19,0,0,"Just pass the competitor by and keep going."
241,18,3,0,0,0,"Ask someone else to help and take off."
241,18,4,89,100,100,"Ask someone to help you help the person."
241,18,5,0,0,0,"Kill the competitor and go on her way."
242,13,1,90,100,95,"Buy a new ring."
242,13,2,100,100,100,"See if the taxi is outside."
242,13,3,60,100,100,"Tell his sister."
242,13,4,10,5,5,"Borrow someone's ring."
242,13,5,5,0,0,"Steal someone's ring."
242,14,1,90,100,100,"Take his dad in."
242,14,2,10,0,0,"Leave his dad."
242,14,3,60,100,90,"Get a family member to take his dad in."
242,14,4,15,90,80,"Go into debt to put his dad into a returment home."
242,14,5,5,50,0,"Makes him a tent to live in."
242,15,1,95,100,100,"Tell everyone to share food."
242,15,2,80,90,100,"Update everyone on what's going on."
242,15,3,80,100,100,"Make sure every child has enough food."
242,15,4,10,5,5,"Taking food away from the elderly people on the ship."
242,15,5,15,100,90,"Donate his own resources."
242,16,1,60,100,50,"Not worry about the rock and make sure they're both hydrated."
242,16,2,10,50,10,"Leave Todd and go get help."
242,16,3,0,0,5,"Leave Todd."
242,16,4,75,60,80,"Walk somewhere where you have service."
242,16,5,10,30,5,"Cut Todd's arm off."
242,17,1,95,90,100,"Leave a note and go."
